param	mean	sd	2.5%	50%	97.5%	Rhat
logWET.p[31]	1.06	1.62	-2.08	1.04	4.33	1
logWET.p[32]	1.61	1.64	-1.54	1.57	4.94	1.01
logWET.p[33]	1.06	1.63	-2.1	1.04	4.35	1
logWET.p[34]	1.06	1.63	-2.09	1.04	4.35	1
logWET.p[35]	1.06	1.63	-2.07	1.03	4.36	1
logWET.p[36]	1.57	1.64	-1.59	1.54	4.91	1.01
logWET.p[37]	1.04	1.62	-2.1	1.01	4.31	1
logWET.p[38]	1.06	1.62	-2.05	1.04	4.34	1
logWET.p[39]	0.98	1.63	-2.14	0.96	4.27	1
logWET.p[40]	1.03	1.62	-2.11	1	4.27	1
logWET.p[41]	1.03	1.62	-2.11	1.01	4.3	1
logWET.p[42]	1.02	1.62	-2.12	1.01	4.28	1
logWET.p[43]	1.02	1.62	-2.15	1	4.26	1
logWET.p[44]	1.58	1.63	-1.58	1.55	4.85	1.01
logWET.p[45]	1.03	1.62	-2.11	1	4.29	1
logWET.p[46]	1.03	1.63	-2.11	1	4.29	1
logWET.p[47]	1.03	1.64	-2.16	1	4.33	1
logWET.p[48]	1.55	1.7	-1.71	1.52	4.99	1.01
logWET.p[49]	1.53	1.69	-1.72	1.51	4.96	1.01
logWET.p[50]	0.57	1.61	-2.62	0.57	3.74	1
logWET.p[51]	0.54	1.61	-2.65	0.55	3.73	1
logWET.p[52]	0.5	1.6	-2.67	0.49	3.67	1
logWET.p[53]	0.87	1.6	-2.28	0.86	4.07	1
logWET.p[54]	0.74	1.61	-2.4	0.73	3.92	1
logWET.p[55]	0.94	1.62	-2.23	0.93	4.18	1
logWET.p[56]	0.96	1.61	-2.19	0.95	4.2	1
logWET.p[57]	0.95	1.61	-2.18	0.94	4.15	1
logWET.p[58]	0.99	1.62	-2.15	0.97	4.2	1
logWET.p[59]	0.97	1.62	-2.16	0.96	4.21	1
logWET.p[60]	1	1.61	-2.15	0.99	4.24	1
logWET.p[61]	1.04	1.61	-2.1	1.01	4.25	1
logWET.p[62]	1.01	1.61	-2.11	0.98	4.23	1
logWET.p[63]	1.19	1.63	-1.99	1.15	4.44	1.01
logWET.p[64]	1.19	1.62	-1.96	1.16	4.49	1.01
logWET.p[65]	1.18	1.62	-1.93	1.15	4.49	1.01
logWET.p[66]	1.18	1.61	-1.96	1.15	4.45	1.01
logWET.p[67]	1.17	1.63	-1.97	1.14	4.47	1.01
logWET.p[68]	1.11	1.63	-2.03	1.1	4.39	1.01
logWET.p[69]	1.09	1.62	-2.05	1.05	4.37	1.01
logWET.p[70]	1.09	1.61	-2	1.06	4.34	1.01
logWET.p[71]	1.1	1.63	-2.04	1.06	4.39	1.01
logWET.p[72]	1.03	1.63	-2.13	1.01	4.31	1
logWET.p[73]	1.05	1.62	-2.09	1.02	4.33	1
logWET.p[74]	1.22	1.75	-2.13	1.19	4.79	1
logWET.p[75]	1.05	1.74	-2.29	1	4.62	1.01
logWET.p[76]	0.92	1.75	-2.43	0.88	4.45	1.01
logWET.p[77]	1.02	1.75	-2.33	0.99	4.55	1.01
logWET.p[78]	0.97	1.73	-2.41	0.95	4.47	1
logWET.p[79]	0.92	1.75	-2.42	0.89	4.46	1.01
logWET.p[80]	0.95	1.74	-2.38	0.91	4.52	1.01
logWET.p[81]	-0.08	1.85	-3.65	-0.1	3.63	1
logWET.p[82]	0.71	1.76	-2.68	0.68	4.28	1.01
logWET.p[83]	2.73	1.81	-0.74	2.69	6.38	1.01
logWET.p[84]	0.72	1.73	-2.65	0.71	4.19	1
logWET.p[85]	0.75	1.73	-2.63	0.74	4.19	1
logWET.p[86]	0.75	1.73	-2.62	0.73	4.25	1
logWET.p[87]	1.03	1.74	-2.36	1.01	4.57	1
logWET.p[88]	2.38	1.89	-1.26	2.35	6.22	1
logWET.p[89]	1.29	1.9	-2.46	1.29	5.04	1
logWET.p[90]	0.71	1.73	-2.71	0.71	4.13	1
logWET.p[91]	0.71	1.73	-2.72	0.71	4.11	1
logWET.p[92]	1.22	1.75	-2.12	1.19	4.76	1
logWET.p[93]	0.4	1.73	-3.08	0.42	3.76	1.01
logWET.p[94]	0.4	1.74	-3.09	0.42	3.78	1
logWET.p[95]	1.21	1.75	-2.14	1.17	4.79	1
logWET.p[96]	1.22	1.76	-2.16	1.19	4.78	1
logWET.p[97]	1.21	1.75	-2.14	1.18	4.76	1
logWET.p[98]	1.21	1.75	-2.14	1.18	4.73	1
logWET.p[99]	1.22	1.74	-2.11	1.18	4.76	1
logWET.p[100]	1.21	1.76	-2.13	1.17	4.82	1
logWET.p[101]	1.21	1.76	-2.16	1.17	4.77	1
logWET.p[102]	1.21	1.75	-2.13	1.17	4.79	1
logWET.p[103]	1.21	1.76	-2.14	1.16	4.79	1
logWET.p[104]	1.29	1.76	-2.06	1.24	4.9	1
logWET.p[105]	1.21	1.76	-2.13	1.17	4.84	1
logWET.p[106]	1.21	1.76	-2.16	1.17	4.79	1.01
logWET.p[107]	1.21	1.76	-2.14	1.17	4.82	1.01
logWET.p[108]	1.21	1.77	-2.15	1.16	4.84	1.01
logWET.p[109]	1.2	1.77	-2.17	1.15	4.83	1.01
logWET.p[110]	1.2	1.76	-2.15	1.15	4.8	1.01
logWET.p[111]	0.65	1.61	-2.49	0.64	3.85	1
logWET.p[112]	0.67	1.61	-2.47	0.65	3.92	1
logWET.p[113]	0.67	1.61	-2.46	0.66	3.91	1
logWET.p[114]	1.42	1.76	-1.92	1.38	5.04	1
logWET.p[115]	0.42	1.73	-3.01	0.42	3.83	1
logWET.p[116]	0.36	1.73	-3.08	0.37	3.74	1
logWET.p[117]	0.46	1.73	-2.95	0.47	3.88	1
logWET.p[118]	0.62	1.77	-2.86	0.61	4.12	1
logWET.p[119]	0.31	1.76	-3.14	0.31	3.78	1.01
logWET.p[120]	1.53	1.75	-1.87	1.52	5.03	1
logWET.p[121]	1.57	1.74	-1.84	1.56	5.04	1
logWET.p[122]	1.55	1.73	-1.86	1.54	4.96	1
logWET.p[123]	1.54	1.74	-1.85	1.53	5	1
logWET.p[124]	1.55	1.73	-1.85	1.54	4.98	1
logWET.p[125]	0.33	1.73	-3.07	0.33	3.78	1
logWET.p[126]	0.62	1.77	-2.84	0.61	4.15	1
logWET.p[127]	0.45	1.72	-2.98	0.45	3.85	1
logWET.p[128]	0.46	1.73	-2.94	0.46	3.88	1
logWET.p[129]	0.46	1.72	-2.97	0.45	3.86	1
logWET.p[130]	0.45	1.72	-2.93	0.45	3.88	1
logWET.p[131]	0.46	1.73	-2.98	0.46	3.87	1
logWET.p[132]	-0.23	1.63	-3.45	-0.22	2.97	1
logWET.p[133]	-0.05	1.62	-3.22	-0.06	3.17	1
logWET.p[134]	-0.05	1.62	-3.23	-0.05	3.18	1
logWET.p[135]	0.35	1.63	-2.79	0.32	3.63	1.01
logWET.p[136]	0.68	1.67	-2.57	0.67	4.04	1
logWET.p[137]	0.39	1.63	-2.74	0.35	3.7	1.01
logWET.p[138]	0.38	1.62	-2.76	0.37	3.65	1.01
logWET.p[139]	0.37	1.62	-2.76	0.35	3.64	1.01
logWET.p[140]	1.06	1.63	-2.07	1.02	4.37	1
logWET.p[141]	1.62	1.64	-1.56	1.6	4.9	1.01
logWET.p[142]	1.06	1.63	-2.1	1.04	4.31	1.01
logWET.p[143]	1.07	1.63	-2.08	1.05	4.37	1
logWET.p[144]	1.06	1.63	-2.09	1.03	4.32	1
logWET.p[145]	0.68	1.62	-2.45	0.66	3.97	1.01
logWET.p[146]	0.67	1.62	-2.46	0.64	3.96	1.01
logWET.p[147]	0.67	1.62	-2.47	0.65	3.91	1.01
logWET.p[148]	0.68	1.62	-2.45	0.65	3.96	1.01
logWET.p[149]	0.66	1.61	-2.44	0.64	3.92	1.01
logWET.p[150]	0.65	1.62	-2.48	0.63	3.95	1.01
logWET.p[151]	0.65	1.63	-2.54	0.63	3.92	1.01
logWET.p[152]	0.4	1.62	-2.76	0.39	3.64	1
logWET.p[153]	0.39	1.62	-2.74	0.37	3.64	1.01
logWET.p[154]	0.67	1.62	-2.46	0.65	3.94	1.01
logWET.p[155]	0.63	1.63	-2.5	0.6	3.9	1.01
logWET.p[156]	0.31	1.62	-2.85	0.29	3.57	1.01
logWET.p[157]	0.6	1.67	-2.65	0.59	3.93	1
logWET.p[158]	0.3	1.62	-2.84	0.28	3.56	1.01
logWET.p[159]	0.31	1.63	-2.87	0.29	3.55	1.01
logWET.p[160]	0.18	1.63	-2.98	0.16	3.45	1.01
logWET.p[161]	0.16	1.63	-2.99	0.14	3.45	1.01
logWET.p[162]	0.16	1.62	-2.97	0.16	3.4	1
logWET.p[163]	0.03	1.63	-3.13	0.01	3.33	1
logWET.p[164]	0.28	1.63	-2.89	0.28	3.5	1
logWET.p[165]	0.39	1.62	-2.77	0.38	3.63	1.01
logWET.p[166]	0.36	1.63	-2.79	0.34	3.59	1.01
logWET.p[167]	0.37	1.62	-2.78	0.36	3.61	1
logWET.p[168]	0.43	1.62	-2.74	0.41	3.67	1
logWET.p[169]	0.42	1.61	-2.72	0.43	3.62	1
logWET.p[170]	0.42	1.62	-2.72	0.41	3.63	1
logWET.p[171]	0.43	1.61	-2.71	0.42	3.65	1
logWET.p[172]	0.42	1.62	-2.74	0.41	3.63	1
logWET.p[173]	0.42	1.62	-2.74	0.4	3.64	1
logWET.p[174]	0.42	1.61	-2.74	0.41	3.64	1
logWET.p[175]	0.39	1.61	-2.77	0.39	3.58	1
logWET.p[176]	0.25	1.62	-2.93	0.25	3.44	1
logWET.p[177]	0.97	1.62	-2.18	0.96	4.19	1.01
logWET.p[178]	0.96	1.64	-2.21	0.94	4.25	1.01
logWET.p[179]	0.96	1.62	-2.17	0.94	4.24	1.01
logWET.p[180]	1.11	1.61	-1.98	1.09	4.36	1.01
logWET.p[181]	1.04	1.61	-2.12	1.02	4.27	1
logWET.p[182]	1.22	1.63	-1.94	1.2	4.48	1.01
logWET.p[183]	1.21	1.62	-1.96	1.19	4.48	1.01
logWET.p[184]	1.15	1.62	-1.96	1.13	4.43	1.01
logWET.p[185]	1.16	1.63	-2.02	1.14	4.45	1.01
logWET.p[186]	1.13	1.62	-2.02	1.12	4.38	1
logWET.p[187]	3.5	1.64	0.37	3.46	6.81	1.01
logWET.p[188]	3.5	1.64	0.34	3.47	6.81	1.01
logWET.p[189]	3.5	1.64	0.36	3.48	6.8	1.01
logWET.p[190]	3.49	1.64	0.33	3.46	6.83	1.01
logWET.p[191]	3.44	1.63	0.3	3.42	6.71	1.01
logWET.p[192]	3.32	1.63	0.14	3.31	6.6	1
logWET.p[193]	3.33	1.63	0.13	3.32	6.58	1
logWET.p[194]	3.37	1.62	0.23	3.35	6.61	1
logWET.p[195]	3.39	1.63	0.24	3.37	6.67	1.01
logWET.p[196]	3.33	1.62	0.17	3.32	6.58	1
logWET.p[197]	3.26	1.61	0.15	3.25	6.48	1
logWET.p[198]	3.33	1.62	0.18	3.33	6.57	1
logWET.p[199]	3.26	1.63	0.08	3.24	6.5	1
logWET.p[200]	3.32	1.62	0.15	3.31	6.56	1
logWET.p[201]	3.34	1.63	0.15	3.32	6.6	1
logWET.p[202]	3.34	1.63	0.2	3.32	6.61	1
logWET.p[203]	3.34	1.62	0.18	3.32	6.61	1
logWET.p[204]	3.36	1.63	0.15	3.35	6.63	1
logWET.p[205]	3.35	1.63	0.14	3.34	6.63	1
logWET.p[206]	3.36	1.63	0.18	3.33	6.63	1
logWET.p[207]	3.51	1.64	0.34	3.48	6.82	1.01
logWET.p[208]	3.5	1.64	0.37	3.47	6.81	1.01
logWET.p[209]	3.5	1.65	0.32	3.47	6.83	1.01
logWET.p[210]	3.5	1.64	0.33	3.48	6.82	1.01
logWET.p[211]	1.15	1.63	-2.01	1.13	4.42	1.01
logWET.p[212]	1.26	1.63	-1.88	1.22	4.58	1.01
logWET.p[213]	1.15	1.62	-2.01	1.13	4.42	1.01
logWET.p[214]	1.17	1.62	-2	1.14	4.43	1.01
logWET.p[215]	1.15	1.63	-2.02	1.14	4.42	1
logWET.p[216]	1.16	1.63	-1.97	1.13	4.44	1.01
logWET.p[217]	1.25	1.63	-1.9	1.23	4.55	1.01
logWET.p[218]	1.26	1.63	-1.88	1.23	4.53	1.01
logWET.p[219]	1.25	1.63	-1.86	1.22	4.55	1.01
logWET.p[220]	1.26	1.63	-1.88	1.24	4.53	1.01
logWET.p[221]	1.09	1.63	-2.02	1.06	4.36	1.01
logWET.p[222]	1.18	1.64	-1.98	1.15	4.47	1.01
logWET.p[223]	1.19	1.64	-1.96	1.15	4.52	1.01
logWET.p[224]	1.15	1.62	-1.96	1.12	4.42	1.01
logWET.p[225]	1.15	1.62	-1.95	1.12	4.42	1.01
logWET.p[226]	1.08	1.63	-2.07	1.07	4.37	1.01
logWET.p[227]	1.08	1.63	-2.05	1.06	4.38	1.01
logWET.p[228]	1.08	1.62	-2.02	1.04	4.38	1.01
logWET.p[229]	1.07	1.62	-2.04	1.05	4.32	1.01
logWET.p[230]	2.02	1.81	-1.48	1.99	5.65	1.01
logWET.p[231]	1.15	1.63	-1.98	1.11	4.45	1.01
logWET.p[232]	1.18	1.63	-1.95	1.14	4.47	1.01
logWET.p[233]	1.18	1.63	-1.96	1.15	4.49	1.01
logWET.p[234]	1.18	1.63	-1.96	1.15	4.51	1.01
logWET.p[235]	0.72	1.71	-2.63	0.72	4.13	1
logWET.p[236]	2.11	1.72	-1.22	2.09	5.61	1
logWET.p[237]	2.13	1.72	-1.2	2.11	5.56	1.01
logWET.p[238]	1.28	1.64	-1.87	1.25	4.64	1.01
logWET.p[239]	1.51	1.63	-1.65	1.49	4.79	1.01
logWET.p[240]	1.51	1.63	-1.62	1.48	4.79	1.01
logWET.p[241]	2.17	1.73	-1.16	2.15	5.66	1.01
logWET.p[242]	2.15	1.72	-1.17	2.13	5.62	1
logWET.p[243]	1.51	1.63	-1.63	1.48	4.79	1.01
logWET.p[244]	1.05	1.63	-2.09	1.03	4.33	1
logWET.p[245]	1.56	1.63	-1.58	1.53	4.86	1.01
logWET.p[246]	1.59	1.64	-1.58	1.57	4.91	1.01
logWET.p[247]	1.61	1.64	-1.54	1.58	4.9	1.01
logWET.p[248]	1.6	1.64	-1.57	1.58	4.95	1.01
logWET.p[249]	1.06	1.62	-2.04	1.03	4.33	1
logWET.p[250]	1.61	1.64	-1.54	1.59	4.94	1.01
logWET.p[251]	1.62	1.63	-1.53	1.6	4.92	1.01
logWET.p[252]	1.62	1.63	-1.55	1.6	4.9	1.01
